"","Source","Target","edgelist2$f_tot"
"2881",149,56,2
"2882",149,54,2
"2883",149,220,1
"2884",29,159,12
"2885",47,92,14
"2886",29,48,60
"2887",29,142,30
"2888",149,148,2
"2889",149,104,2
"2890",47,152,15
"2891",47,127,2
"2892",149,155,18
"2893",149,45,6
"2894",29,190,2
"2895",29,126,2
"2896",149,69,2
"2897",29,61,2
"2898",29,97,2
"2899",186,28,2
"2900",186,29,2
"2901",47,105,2
"2902",29,207,6
"2903",47,171,2
"2904",29,39,2
"2905",29,124,2
"2906",112,107,72
"2907",23,46,624
"2908",32,107,114
"2909",18,107,734
"2910",23,98,204
"2911",18,47,550
"2912",92,107,42
"2913",105,98,2
"2914",152,98,18
"2915",92,98,6
"2916",173,98,246
"2917",30,107,2234
"2918",67,47,148
"2919",28,136,59
"2920",30,47,298
"2921",30,136,52
"2922",30,98,90
"2923",20,107,607
"2924",28,98,190
"2925",86,107,290
"2926",201,98,2
"2927",40,107,126
"2928",135,98,14
"2929",21,46,204
"2930",42,107,202
"2931",42,98,100
"2932",117,107,18
"2933",42,46,20
"2934",21,107,1476
"2935",43,107,224
"2936",86,98,18
"2937",43,98,16
"2938",49,47,1286
"2939",53,107,146
"2940",15,107,66
"2941",18,46,2412
"2942",45,107,316
"2943",93,47,538
"2944",49,46,324
"2945",69,107,212
"2946",21,56,210
"2947",117,46,14
"2948",18,136,34
"2949",96,46,16
"2950",96,98,1098
"2951",50,46,44
"2952",54,46,12
"2953",103,107,64
"2954",213,107,22
"2955",148,107,28
"2956",28,56,533
"2957",76,107,6
"2958",58,136,295
"2959",58,107,1348
"2960",94,107,70
"2961",171,98,4
"2962",23,149,2
"2963",28,149,202
"2964",36,149,116
"2965",20,56,72
"2966",36,56,36
"2967",20,47,193
"2968",50,47,110
"2969",28,47,231
"2970",20,46,128
"2971",48,46,100
"2972",20,136,381
"2973",20,98,209
"2974",36,98,516
"2975",36,47,458
"2976",66,47,18
"2977",32,47,52
"2978",69,121,6
"2979",125,121,12
"2980",88,107,702
"2981",90,46,22
"2982",61,107,174
"2983",83,46,50
"2984",16,107,12
"2985",66,107,84
"2986",66,98,2
"2987",90,107,90
"2988",28,46,43
"2989",95,46,2
"2990",21,98,170
"2991",43,136,14
"2992",21,136,80
"2993",31,107,20
"2994",15,136,4
"2995",92,136,24
"2996",15,46,2
"2997",69,46,28
"2998",21,47,60
"2999",121,46,8
"3000",21,149,18
"3001",139,107,38
"3002",71,136,6
"3003",27,46,52
"3004",27,107,112
"3005",85,107,338
"3006",49,107,466
"3007",30,56,120
"3008",30,46,190
"3009",15,47,66
"3010",30,149,58
"3011",46,47,46
"3012",26,107,22
"3013",89,107,6
"3014",88,46,2
"3015",154,136,6
"3016",83,107,116
"3017",50,121,46
"3018",56,107,2
"3019",142,107,10
"3020",118,107,48
"3021",40,149,2
"3022",189,149,2
"3023",40,136,16
"3024",164,136,14
"3025",63,107,2
"3026",130,107,2
"3027",50,98,42
"3028",50,56,4
"3029",28,107,25
"3030",97,107,28
"3031",104,107,54
"3032",154,107,12
"3033",98,107,34
"3034",64,107,20
"3035",53,98,8
"3036",71,107,24
"3037",18,186,6
"3038",86,136,6
"3039",62,107,28
"3040",146,46,38
"3041",107,98,32
"3042",23,47,88
"3043",35,136,4
"3044",81,107,34
"3045",43,46,6
"3046",35,98,36
"3047",58,98,124
"3048",20,149,22
"3049",20,121,40
"3050",28,121,5
"3051",18,121,10
"3052",18,205,2
"3053",36,46,34
"3054",48,47,22
"3055",202,107,52
"3056",72,98,12
"3057",42,56,4
"3058",127,107,4
"3059",67,121,46
"3060",35,47,22
"3061",101,107,28
"3062",46,107,30
"3063",139,46,30
"3064",52,46,10
"3065",65,107,106
"3066",45,136,6
"3067",27,56,2
"3068",125,47,2
"3069",93,107,8
"3070",67,107,18
"3071",18,149,10
"3072",120,98,4
"3073",36,121,12
"3074",27,136,58
"3075",32,136,100
"3076",104,149,2
"3077",33,107,206
"3078",18,98,68
"3079",125,107,4
"3080",176,46,6
"3081",54,107,18
"3082",127,98,2
"3083",113,46,4
"3084",67,46,66
"3085",93,121,16
"3086",77,107,1026
"3087",58,46,118
"3088",123,47,2
"3089",125,46,4
"3090",121,47,38
"3091",102,107,4
"3092",163,186,2
"3093",99,107,20
"3094",148,56,2
"3095",94,56,2
"3096",121,107,16
"3097",53,136,6
"3098",163,107,2
"3099",178,98,4
"3100",16,47,4
"3101",77,47,20
"3102",27,47,28
"3103",146,121,16
"3104",96,136,232
"3105",169,107,4
"3106",133,107,76
"3107",81,136,18
"3108",93,46,2
"3109",77,46,36
"3110",89,46,22
"3111",35,56,2
"3112",94,46,12
"3113",88,205,6
"3114",147,107,2
"3115",88,98,14
"3116",214,107,2
"3117",53,46,14
"3118",86,149,4
"3119",88,47,10
"3120",39,107,4
"3121",82,98,4
"3122",154,121,4
"3123",203,121,2
"3124",48,107,8
"3125",72,107,48
"3126",124,107,20
"3127",99,98,6
"3128",71,98,4
"3129",35,121,6
"3130",109,107,2
"3131",48,181,46
"3132",207,98,8
"3133",65,47,8
"3134",79,107,8
"3135",114,121,4
"3136",114,47,2
"3137",62,47,6
"3138",142,98,2
"3139",148,136,6
"3140",45,121,8
"3141",96,149,56
"3142",23,56,4
"3143",26,186,6
"3144",96,121,58
"3145",83,181,102
"3146",154,46,8
"3147",94,47,2
"3148",96,47,20
"3149",31,46,4
"3150",72,46,10
"3151",107,136,2
"3152",99,136,2
"3153",215,107,2
"3154",72,149,2
"3155",155,98,2
"3156",30,205,4
"3157",189,47,2
"3158",124,98,24
"3159",122,107,4
"3160",18,56,8
"3161",66,46,10
"3162",61,98,10
"3163",31,98,2
"3164",159,98,8
"3165",16,186,8
"3166",85,46,92
"3167",190,181,50
"3168",40,56,10
"3169",127,149,4
"3170",64,46,4
"3171",62,136,2
"3172",176,181,4
"3173",152,107,4
"3174",96,107,2
"3175",135,47,4
"3176",18,181,124
"3177",50,149,6
"3178",30,121,10
"3179",66,136,6
"3180",73,107,4
"3181",114,107,42
"3182",42,47,2
"3183",54,98,4
"3184",190,121,22
"3185",96,181,172
"3186",111,107,2
"3187",216,107,2
"3188",166,136,2
"3189",189,107,10
"3190",32,98,4
"3191",23,136,10
"3192",97,205,2
"3193",25,107,4
"3194",53,47,4
"3195",19,47,8
"3196",132,107,2
"3197",164,107,2
"3198",110,136,12
"3199",65,136,4
"3200",85,47,4
"3201",61,56,10
"3202",174,107,2
"3203",42,121,30
"3204",136,107,4
"3205",24,136,2
"3206",23,107,2
"3207",89,98,10
"3208",74,107,4
"3209",75,107,6
"3210",77,186,2
"3211",138,107,2
"3212",146,47,6
"3213",43,47,2
"3214",44,181,2
"3215",171,56,6
"3216",31,136,4
"3217",36,205,2
"3218",26,121,2
"3219",39,47,4
"3220",40,47,4
"3221",16,98,2
"3222",154,47,2
"3223",31,56,2
"3224",43,56,4
"3225",217,98,4
"3226",124,121,2
"3227",142,149,4
"3228",142,56,6
"3229",81,149,4
"3230",79,205,2
"3231",63,136,6
"3232",162,107,16
"3233",71,47,2
"3234",83,47,12
"3235",139,47,2
"3236",105,136,2
"3237",27,181,2
"3238",35,46,2
"3239",81,47,2
"3240",114,98,2
"3241",28,205,2
"3242",190,136,2
"3243",23,121,4
"3244",82,121,2
"3245",72,136,6
"3246",96,56,52
"3247",65,98,2
"3248",58,47,3
"3249",90,136,12
"3250",107,92,280
"3251",46,18,2286
"3252",46,15,66
"3253",107,40,672
"3254",46,96,366
"3255",46,23,1062
"3256",107,20,448
"3257",107,18,514
"3258",107,21,268
"3259",107,118,132
"3260",121,67,234
"3261",56,28,146
"3262",98,173,186
"3263",56,23,118
"3264",56,50,10
"3265",56,35,8
"3266",56,225,2
"3267",56,36,32
"3268",56,63,24
"3269",121,87,18
"3270",107,111,400
"3271",107,164,53
"3272",107,130,20
"3273",107,69,188
"3274",98,28,12
"3275",107,53,212
"3276",107,30,156
"3277",107,112,164
"3278",107,102,8
"3279",121,50,72
"3280",107,154,226
"3281",46,48,135
"3282",46,67,100
"3283",107,29,302
"3284",121,125,24
"3285",107,15,662
"3286",56,32,122
"3287",56,62,44
"3288",107,170,18
"3289",107,64,4
"3290",56,18,140
"3291",107,67,92
"3292",121,18,136
"3293",121,48,138
"3294",46,152,72
"3295",46,105,76
"3296",46,50,174
"3297",46,28,54
"3298",46,117,62
"3299",46,36,54
"3300",46,16,8
"3301",46,198,75
"3302",46,110,22
"3303",46,21,40
"3304",121,190,10
"3305",107,27,210
"3306",136,18,24
"3307",121,134,30
"3308",121,117,84
"3309",121,176,42
"3310",56,40,22
"3311",46,40,12
"3312",46,146,32
"3313",46,139,36
"3314",46,20,95
"3315",46,35,38
"3316",46,135,12
"3317",46,100,2
"3318",46,77,3
"3319",46,93,26
"3320",121,40,12
"3321",121,29,54
"3322",121,35,36
"3323",121,45,4
"3324",121,96,18
"3325",107,106,315
"3326",56,15,8
"3327",56,85,21
"3328",56,20,7
"3329",56,96,4
"3330",56,67,20
"3331",56,87,9
"3332",56,64,2
"3333",98,18,58
"3334",56,21,10
"3335",56,103,2
"3336",56,81,2
"3337",121,23,46
"3338",136,35,12
"3339",98,23,66
"3340",136,135,2
"3341",98,36,92
"3342",98,16,2
"3343",136,152,6
"3344",121,207,2
"3345",98,201,2
"3346",98,124,10
"3347",98,99,10
"3348",98,35,14
"3349",121,135,2
"3350",121,152,9
"3351",107,124,42
"3352",107,24,2
"3353",107,81,196
"3354",136,24,18
"3355",98,64,7
"3356",107,62,100
"3357",107,58,214
"3358",107,202,232
"3359",46,53,7
"3360",46,124,2
"3361",121,77,9
"3362",46,203,24
"3363",46,69,6
"3364",121,15,8
"3365",121,112,4
"3366",121,93,42
"3367",121,49,4
"3368",107,133,8
"3369",136,28,2
"3370",98,20,18
"3371",98,105,14
"3372",98,50,12
"3373",98,152,33
"3374",107,32,52
"3375",98,15,2
"3376",56,61,6
"3377",56,189,18
"3378",56,169,18
"3379",56,196,4
"3380",107,110,26
"3381",107,45,20
"3382",98,88,6
"3383",107,66,32
"3384",56,93,4
"3385",46,63,4
"3386",46,22,2
"3387",46,87,48
"3388",46,30,8
"3389",46,19,6
"3390",121,105,6
"3391",121,203,4
"3392",107,99,20
"3393",136,81,2
"3394",107,16,4
"3395",56,154,2
"3396",98,96,34
"3397",46,170,252
"3398",56,152,3
"3399",98,135,10
"3400",136,133,8
"3401",46,134,6
"3402",107,65,62
"3403",136,15,2
"3404",46,24,2
"3405",46,102,2
"3406",136,164,2
"3407",121,28,12
"3408",121,146,2
"3409",56,102,2
"3410",56,118,2
"3411",56,171,4
"3412",136,36,2
"3413",98,67,4
"3414",107,85,123
"3415",107,221,4
"3416",136,21,10
"3417",107,33,38
"3418",107,63,140
"3419",107,114,14
"3420",107,86,2
"3421",136,20,16
"3422",98,217,6
"3423",56,125,22
"3424",46,49,158
"3425",107,155,54
"3426",136,40,4
"3427",98,92,2
"3428",56,110,8
"3429",98,82,2
"3430",46,116,6
"3431",107,174,408
"3432",98,155,3
"3433",121,124,8
"3434",107,122,6
"3435",98,53,4
"3436",46,176,4
"3437",107,115,40
"3438",121,170,2
"3439",121,85,6
"3440",136,67,4
"3441",98,207,14
"3442",136,92,10
"3443",121,83,4
"3444",56,92,2
"3445",107,73,36
"3446",107,5,4
"3447",136,96,6
"3448",46,169,6
"3449",46,94,2
"3450",46,218,2
"3451",46,66,3
"3452",121,92,12
"3453",181,18,48
"3454",121,30,12
"3455",181,96,2
"3456",56,133,2
"3457",56,29,8
"3458",56,105,4
"3459",56,203,2
"3460",56,190,6
"3461",56,198,15
"3462",107,96,2
"3463",121,99,2
"3464",98,29,6
"3465",46,164,6
"3466",46,238,2
"3467",46,190,8
"3468",121,164,2
"3469",121,32,2
"3470",46,31,4
"3471",136,53,1
"3472",121,20,2
"3473",107,79,2
"3474",56,69,6
"3475",121,110,4
"3476",121,169,4
"3477",121,118,2
"3478",107,48,3
"3479",136,50,2
"3480",107,126,50
"3481",46,189,2
"3482",46,81,12
"3483",46,29,34
"3484",46,62,10
"3485",46,125,8
"3486",121,27,2
"3487",121,58,4
"3488",121,53,3
"3489",181,125,2
"3490",46,99,2
"3491",56,188,2
"3492",56,129,2
"3493",46,118,2
"3494",107,200,1
"3495",136,174,6
"3496",98,21,2
"3497",18,29,2618
"3498",15,29,1624
"3499",23,29,2120
"3500",35,29,1440
"3501",28,29,5582
"3502",36,29,6452
"3503",30,29,1580
"3504",33,29,556
"3505",20,29,1801
"3506",65,29,20
"3507",189,29,2
"3508",123,29,18
"3509",16,29,86
"3510",86,29,100
"3511",96,29,502
"3512",21,29,2054
"3513",43,29,502
"3514",27,29,580
"3515",58,29,880
"3516",32,29,1374
"3517",53,29,294
"3518",135,29,42
"3519",52,29,496
"3520",127,29,42
"3521",66,29,1166
"3522",67,29,288
"3523",77,29,312
"3524",50,29,574
"3525",73,29,36
"3526",99,29,32
"3527",118,29,46
"3528",94,29,58
"3529",88,29,200
"3530",105,29,364
"3531",42,29,232
"3532",148,29,76
"3533",71,29,52
"3534",161,29,6
"3535",39,29,148
"3536",26,29,54
"3537",93,29,20
"3538",72,29,16
"3539",120,29,20
"3540",103,29,94
"3541",173,29,24
"3542",59,29,10
"3543",201,29,4
"3544",22,29,292
"3545",62,29,41
"3546",112,29,4
"3547",82,29,16
"3548",69,29,2
"3549",153,29,130
"3550",24,29,26
"3551",213,29,124
"3552",90,29,474
"3553",190,29,2
"3554",142,29,36
"3555",124,29,16
"3556",45,29,454
"3557",48,29,40
"3558",117,29,52
"3559",133,29,10
"3560",114,29,20
"3561",177,29,8
"3562",171,29,8
"3563",85,29,348
"3564",218,29,26
"3565",97,29,12
"3566",49,29,412
"3567",195,29,2
"3568",40,29,40
"3569",87,29,40
"3570",55,29,20
"3571",61,29,8
"3572",178,29,28
"3573",159,29,8
"3574",104,29,90
"3575",110,29,18
"3576",81,29,152
"3577",162,29,30
"3578",19,29,68
"3579",169,29,10
"3580",89,29,30
"3581",130,29,22
"3582",152,29,2
"3583",163,29,4
"3584",158,29,4
"3585",174,29,4
"3586",166,29,4
"3587",76,29,4
"3588",208,29,4
"3589",154,29,6
"3590",219,29,2
"3591",31,29,22
"3592",122,29,8
"3593",146,29,52
"3594",207,29,26
"3595",68,29,2
"3596",101,29,8
"3597",92,29,2
"3598",137,29,4
"3599",83,29,92
"3600",102,29,2
"3601",138,29,10
"3602",164,29,12
"3603",139,29,16
"3604",202,29,2
"3605",106,29,4
"3606",64,29,2
"3607",147,29,6
"3608",54,29,18
"3609",182,29,2
"3610",109,29,6
"3611",148,87,105
"3612",148,18,356
"3613",148,36,74
"3614",148,21,82
"3615",148,20,21
"3616",148,142,2
"3617",148,28,84
"3618",148,15,38
"3619",148,96,16
"3620",148,23,102
"3621",148,50,52
"3622",148,65,42
"3623",148,66,15
"3624",148,63,46
"3625",148,81,48
"3626",218,66,10
"3627",148,35,20
"3628",148,67,2
"3629",148,106,36
"3630",148,32,64
"3631",148,40,32
"3632",148,133,8
"3633",148,176,4
"3634",148,114,2
"3635",148,111,18
"3636",148,88,8
"3637",148,30,66
"3638",148,159,2
"3639",148,102,6
"3640",148,69,26
"3641",148,213,4
"3642",148,76,2
"3643",148,169,2
"3644",148,53,1
"3645",148,24,6
"3646",148,58,12
"3647",148,124,10
"3648",148,105,12
"3649",148,62,24
"3650",148,154,16
"3651",148,178,4
"3652",148,27,42
"3653",148,164,4
"3654",148,92,2
"3655",148,110,8
"3656",148,225,2
"3657",148,177,4
"3658",148,152,15
"3659",148,189,6
"3660",148,64,2
"3661",148,220,1
"3662",148,77,3
"3663",218,15,4
"3664",148,202,36
"3665",218,30,4
"3666",148,33,2
"3667",218,28,16
"3668",148,155,9
"3669",218,62,2
"3670",148,118,2
"3671",148,45,2
"3672",28,148,80
"3673",20,218,58
"3674",40,218,10
"3675",28,218,184
"3676",66,148,4
"3677",73,218,2
"3678",23,218,28
"3679",53,218,4
"3680",66,218,28
"3681",21,148,44
"3682",36,148,46
"3683",15,218,12
"3684",30,218,122
"3685",96,218,16
"3686",36,218,122
"3687",152,218,2
"3688",58,218,31
"3689",27,218,20
"3690",103,148,2
"3691",20,148,27
"3692",82,218,6
"3693",220,148,8
"3694",23,148,6
"3695",142,218,2
"3696",105,218,16
"3697",118,218,36
"3698",111,218,14
"3699",72,148,6
"3700",21,218,20
"3701",43,218,6
"3702",81,218,4
"3703",139,218,4
"3704",72,218,2
"3705",24,218,2
"3706",93,148,12
"3707",42,218,4
"3708",50,218,14
"3709",94,218,2
"3710",86,218,2
"3711",52,218,60
"3712",71,218,4
"3713",87,148,2
"3714",176,218,2
"3715",77,218,2
"3716",42,148,2
"3717",96,148,14
"3718",158,218,8
"3719",195,218,2
"3720",104,148,2
"3721",90,218,8
"3722",87,218,2
"3723",67,218,2
"3724",32,218,6
"3725",18,148,2
"3726",81,148,2
"3727",153,218,4
"3728",105,18,1064
"3729",105,106,15
"3730",105,111,138
"3731",105,30,170
"3732",105,15,484
"3733",105,174,20
"3734",105,99,2326
"3735",105,40,308
"3736",221,28,114
"3737",105,21,268
"3738",105,71,292
"3739",105,118,10
"3740",105,20,2572
"3741",105,112,4
"3742",105,62,248
"3743",105,66,32
"3744",105,222,26
"3745",105,42,4
"3746",105,53,46
"3747",105,69,78
"3748",105,177,80
"3749",105,92,18
"3750",105,81,20
"3751",105,35,4
"3752",105,16,12
"3753",105,23,10
"3754",105,28,2
"3755",105,96,2
"3756",105,169,2
"3757",105,82,2
"3758",105,87,3
"3759",105,120,2
"3760",105,50,2
"3761",221,35,2
"3762",221,18,6
"3763",105,32,54
"3764",105,93,4
"3765",105,142,8
"3766",105,164,11
"3767",105,79,2
"3768",105,27,26
"3769",105,180,2
"3770",105,58,8
"3771",105,125,2
"3772",105,65,2
"3773",105,114,2
"3774",105,146,4
"3775",105,240,4
"3776",105,48,12
"3777",221,20,8
"3778",105,61,2
"3779",105,135,2
"3780",105,154,2
"3781",105,63,2
"3782",105,161,2
"3783",105,152,3
"3784",71,105,1160
"3785",106,105,28
"3786",21,105,1652
"3787",99,105,280
"3788",32,105,138
"3789",18,105,1350
"3790",30,105,2732
"3791",111,105,116
"3792",27,105,172
"3793",15,105,122
"3794",174,105,16
"3795",101,105,32
"3796",43,105,330
"3797",20,105,683
"3798",42,105,338
"3799",54,105,56
"3800",67,125,38
"3801",79,105,16
"3802",117,105,42
"3803",28,125,221
"3804",92,105,34
"3805",58,105,1006
"3806",113,105,124
"3807",62,105,48
"3808",20,180,29
"3809",18,180,44
"3810",20,125,135
"3811",18,125,620
"3812",36,125,300
"3813",90,105,82
"3814",81,105,14
"3815",83,105,14
"3816",61,105,36
"3817",53,105,86
"3818",77,105,240
"3819",65,105,1470
"3820",86,105,170
"3821",94,105,76
"3822",69,105,138
"3823",222,105,66
"3824",64,105,6
"3825",30,125,762
"3826",85,105,476
"3827",164,105,10
"3828",35,105,4
"3829",146,105,6
"3830",117,125,70
"3831",146,125,18
"3832",77,125,38
"3833",28,105,21
"3834",30,180,28
"3835",39,125,4
"3836",97,105,16
"3837",40,105,28
"3838",142,105,166
"3839",130,105,4
"3840",50,125,316
"3841",35,125,2
"3842",28,221,27
"3843",36,221,2
"3844",67,105,554
"3845",151,105,4
"3846",151,125,4
"3847",72,105,238
"3848",118,105,10
"3849",55,105,6
"3850",59,105,12
"3851",103,105,44
"3852",23,105,8
"3853",96,105,52
"3854",138,105,10
"3855",23,125,80
"3856",69,125,118
"3857",76,105,8
"3858",73,105,10
"3859",96,125,118
"3860",139,105,2
"3861",52,125,26
"3862",177,105,40
"3863",173,105,6
"3864",82,105,8
"3865",71,180,2
"3866",16,105,12
"3867",49,105,18
"3868",166,105,72
"3869",66,105,24
"3870",28,180,6
"3871",36,180,2
"3872",32,125,2
"3873",15,180,2
"3874",85,125,10
"3875",45,105,24
"3876",49,125,4
"3877",198,125,8
"3878",83,125,202
"3879",75,105,6
"3880",90,125,56
"3881",95,105,6
"3882",21,125,10
"3883",96,180,4
"3884",190,105,28
"3885",95,180,14
"3886",23,221,2
"3887",152,221,2
"3888",189,105,2
"3889",52,105,230
"3890",74,105,18
"3891",112,105,2
"3892",88,105,24
"3893",21,221,4
"3894",147,105,2
"3895",90,180,10
"3896",73,180,2
"3897",125,105,64
"3898",140,105,2
"3899",48,125,6
"3900",190,125,4
"3901",109,105,2
"3902",162,105,6
"3903",155,105,2
"3904",40,221,28
"3905",114,105,54
"3906",127,180,2
"3907",123,105,2
"3908",187,105,2
"3909",31,105,4
"3910",127,105,4
"3911",61,125,8
"3912",36,105,2
"3913",65,125,2
"3914",21,180,2
"3915",135,105,8
"3916",48,105,4
"3917",223,105,2
"3918",202,105,2
"3919",163,105,2
"3920",125,18,830
"3921",125,152,18
"3922",125,190,12
"3923",125,50,32
"3924",125,87,12
"3925",125,96,136
"3926",125,36,10
"3927",125,67,12
"3928",125,23,8
"3929",125,28,36
"3930",125,203,28
"3931",125,198,117
"3932",125,134,50
"3933",180,18,14
"3934",125,52,2
"3935",125,129,20
"3936",125,35,20
"3937",125,40,2
"3938",125,117,4
"3939",125,20,10
"3940",125,188,6
"3941",180,21,2
"3942",180,152,3
"3943",125,69,28
"3944",180,20,1
"3945",125,196,16
"3946",125,120,2
"3947",180,15,8
"3948",125,15,8
"3949",125,93,2
"3950",180,196,2
"3951",180,28,2
"3952",182,40,12
"3953",49,18,13708
"3954",139,18,686
"3955",138,18,324
"3956",133,18,76
"3957",133,50,14
"3958",133,28,14
"3959",49,134,86
"3960",138,23,24
"3961",138,28,54
"3962",182,53,39
"3963",49,28,8622
"3964",49,35,1976
"3965",49,20,7127
"3966",49,23,16850
"3967",49,15,10298
"3968",49,69,2178
"3969",49,67,30
"3970",133,182,6
"3971",138,30,18
"3972",49,50,112
"3973",139,23,52
"3974",133,164,26
"3975",133,111,142
"3976",133,36,10
"3977",49,36,98
"3978",133,96,22
"3979",182,118,68
"3980",208,18,156
"3981",208,15,12
"3982",138,35,42
"3983",138,190,6
"3984",138,67,26
"3985",49,77,24
"3986",139,40,22
"3987",139,50,38
"3988",139,28,42
"3989",139,24,34
"3990",139,62,88
"3991",139,36,42
"3992",139,154,10
"3993",139,66,29
"3994",139,67,116
"3995",139,27,34
"3996",139,146,16
"3997",49,152,861
"3998",139,87,30
"3999",139,164,2
"4000",139,53,10
"4001",139,82,14
"4002",139,81,30
"4003",139,69,44
"4004",139,21,2
"4005",49,135,1378
"4006",49,53,747
"4007",49,96,1348
"4008",49,21,3594
"4009",49,93,44
"4010",49,82,122
"4011",133,152,75
"4012",133,40,94
"4013",208,50,12
"4014",133,35,6
"4015",133,24,2
"4016",133,82,4
"4017",208,142,2
"4018",133,135,8
"4019",133,173,2
"4020",49,62,496
"4021",133,15,4
"4022",138,15,20
"4023",138,40,2
"4024",133,155,12
"4025",182,20,18
"4026",182,18,96
"4027",138,21,34
"4028",208,67,16
"4029",138,36,16
"4030",139,35,32
"4031",139,135,10
"4032",139,58,24
"4033",139,15,44
"4034",139,96,46
"4035",139,77,39
"4036",139,152,12
"4037",139,118,8
"4038",133,53,7
"4039",49,30,1912
"4040",133,23,42
"4041",133,21,4
"4042",133,115,2
"4043",139,30,12
"4044",138,50,12
"4045",138,85,9
"4046",182,92,6
"4047",182,99,16
"4048",139,176,32
"4049",224,87,9
"4050",224,110,8
"4051",49,227,236
"4052",224,18,8
"4053",133,118,4
"4054",133,110,14
"4055",49,16,6
"4056",139,117,44
"4057",139,64,1
"4058",139,124,4
"4059",49,198,18
"4060",49,32,1848
"4061",49,83,36
"4062",49,27,38
"4063",49,92,30
"4064",139,93,2
"4065",182,102,2
"4066",182,200,7
"4067",182,154,2
"4068",133,16,2
"4069",182,62,4
"4070",224,36,2
"4071",49,118,646
"4072",49,146,30
"4073",49,177,4
"4074",208,30,2
"4075",133,66,10
"4076",49,120,292
"4077",139,44,2
"4078",49,173,116
"4079",138,152,9
"4080",208,28,2
"4081",138,16,2
"4082",133,63,6
"4083",133,81,6
"4084",182,81,2
"4085",133,154,8
"4086",139,39,2
"4087",49,139,42
"4088",138,110,2
"4089",138,86,4
"4090",49,114,96
"4091",138,69,4
"4092",138,20,2
"4093",133,27,4
"4094",224,28,2
"4095",133,127,2
"4096",138,66,5
"4097",208,23,16
"4098",133,126,6
"4099",139,48,9
"4100",138,94,2
"4101",138,96,118
"4102",138,62,10
"4103",182,21,2
"4104",182,202,8
"4105",208,21,2
"4106",49,117,1946
"4107",182,15,4
"4108",133,69,6
"4109",182,177,4
"4110",138,82,2
"4111",49,178,2
"4112",138,99,8
"4113",138,53,1
"4114",139,133,2
"4115",139,111,4
"4116",139,155,6
"4117",139,227,2
"4118",49,87,3
"4119",138,114,2
"4120",138,81,2
"4121",133,106,3
"4122",182,124,2
"4123",182,30,2
"4124",182,32,2
"4125",139,153,2
"4126",139,85,3
"4127",139,207,2
"4128",139,33,2
"4129",18,182,64
"4130",176,139,12
"4131",30,182,366
"4132",77,49,80
"4133",43,182,40
"4134",67,49,18
"4135",20,49,82
"4136",77,182,10
"4137",117,139,120
"4138",28,133,462
"4139",28,138,13
"4140",40,133,148
"4141",28,49,39
"4142",36,49,48
"4143",18,49,298
"4144",20,182,150
"4145",20,133,329
"4146",23,133,178
"4147",36,133,808
"4148",20,138,49
"4149",36,208,2
"4150",20,139,49
"4151",27,182,52
"4152",67,139,26
"4153",88,133,32
"4154",71,182,12
"4155",146,139,8
"4156",21,182,94
"4157",18,133,126
"4158",21,49,8
"4159",118,182,68
"4160",35,133,40
"4161",53,182,56
"4162",42,182,54
"4163",18,139,254
"4164",50,133,60
"4165",20,224,2
"4166",42,49,2
"4167",30,139,94
"4168",23,49,402
"4169",111,133,92
"4170",18,224,24
"4171",81,182,6
"4172",25,133,6
"4173",53,49,2
"4174",30,49,466
"4175",30,133,382
"4176",48,49,122
"4177",58,182,84
"4178",164,133,30
"4179",127,133,50
"4180",58,133,49
"4181",61,133,24
"4182",65,133,18
"4183",15,182,16
"4184",27,49,20
"4185",42,133,12
"4186",36,139,22
"4187",118,49,4
"4188",21,139,40
"4189",43,139,8
"4190",21,133,180
"4191",43,133,24
"4192",15,49,12
"4193",69,182,2
"4194",203,49,4
"4195",129,139,2
"4196",115,133,6
"4197",118,139,4
"4198",28,182,17
"4199",110,224,8
"4200",52,133,10
"4201",23,139,82
"4202",154,133,132
"4203",66,139,8
"4204",86,133,10
"4205",110,133,18
"4206",96,49,28
"4207",177,49,2
"4208",39,49,4
"4209",35,138,6
"4210",86,182,10
"4211",42,138,6
"4212",15,133,12
"4213",96,208,6
"4214",99,182,6
"4215",45,49,92
"4216",66,182,8
"4217",30,138,14
"4218",74,182,12
"4219",114,133,2
"4220",72,182,8
"4221",142,133,4
"4222",24,139,2
"4223",33,133,6
"4224",111,224,8
"4225",110,138,4
"4226",159,49,2
"4227",200,182,8
"4228",21,208,42
"4229",96,133,178
"4230",43,49,4
"4231",50,208,28
"4232",118,133,10
"4233",67,133,8
"4234",15,139,4
"4235",195,133,2
"4236",18,138,18
"4237",104,133,16
"4238",36,138,4
"4239",28,139,6
"4240",97,138,2
"4241",50,49,16
"4242",48,139,264
"4243",83,133,26
"4244",87,133,2
"4245",39,182,4
"4246",110,182,4
"4247",32,182,10
"4248",90,133,20
"4249",85,133,2
"4250",42,139,2
"4251",69,139,52
"4252",127,138,2
"4253",174,182,2
"4254",40,138,56
"4255",111,138,8
"4256",130,133,18
"4257",28,208,16
"4258",96,139,28
"4259",81,133,8
"4260",72,133,2
"4261",40,182,2
"4262",21,224,4
"4263",102,133,6
"4264",31,182,2
"4265",94,133,14
"4266",71,133,2
"4267",104,139,6
"4268",77,133,2
"4269",15,138,2
"4270",147,182,2
"4271",19,133,2
"4272",54,182,4
"4273",32,133,4
