"","unique.base.edge.","source","target","f2005","f2006","f2007","f2008","f2009","f2010","f2011","f2012","f2013","f2014","f2015","w2005","w2006","w2007","w2008","w2009","w2010","w2011","w2012","w2013","w2014","w2015","f_tot"
"1766","KN-VG","KN","VG",4,0,0,2,2,0,0,0,2,2,0,2.48185146119005e-05,0,0,1.21819001327827e-05,1.2479253241486e-05,0,0,0,1.14688763368409e-05,1.22027114424825e-05,0,12
"1767","NZ-BE","NZ","BE",4,0,0,0,22,4,0,0,0,0,0,2.48185146119005e-05,0,0,0,0.000137271785656346,2.45572029345858e-05,0,0,0,0,0,30
"1768","KR-BR","KR","BR",2,2,2,2,0,0,0,0,2,0,0,1.24092573059502e-05,1.3159626266614e-05,1.25891468964606e-05,1.21819001327827e-05,0,0,0,0,1.14688763368409e-05,0,0,10
"1769","AE-BD","AE","BD",8,10,0,0,0,0,8,6,0,0,0,4.9637029223801e-05,6.57981313330701e-05,0,0,0,0,4.89850901631816e-05,3.20627575040212e-05,0,0,0,32
"1770","CN-BR","CN","BR",2,2,0,0,2,0,0,0,0,4,0,1.24092573059502e-05,1.3159626266614e-05,0,0,1.2479253241486e-05,0,0,0,0,2.4405422884965e-05,0,10
"1771","SC-BE","SC","BE",2,2,2,0,0,0,4,4,4,0,0,1.24092573059502e-05,1.3159626266614e-05,1.25891468964606e-05,0,0,0,2.44925450815908e-05,2.13751716693475e-05,2.29377526736818e-05,0,0,18
"1772","CA-BG","CA","BG",6,8,6,14,10,16,16,8,10,8,8,3.72277719178507e-05,5.26385050664561e-05,3.77674406893817e-05,8.5273300929479e-05,6.23962662074302e-05,9.8228811738343e-05,9.79701803263632e-05,4.27503433386949e-05,5.73443816842045e-05,4.88108457699301e-05,6.14005464648635e-05,110
"1773","RO-BG","RO","BG",2,6,6,4,2,0,0,0,0,0,0,1.24092573059502e-05,3.94788787998421e-05,3.77674406893817e-05,2.43638002655654e-05,1.2479253241486e-05,0,0,0,0,0,0,20
"1774","RU-BG","RU","BG",4,2,8,6,4,8,6,6,4,6,6,2.48185146119005e-05,1.3159626266614e-05,5.03565875858422e-05,3.65457003983481e-05,2.49585064829721e-05,4.91144058691715e-05,3.67388176223862e-05,3.20627575040212e-05,2.29377526736818e-05,3.66081343274476e-05,4.60504098486476e-05,60
"1775","PE-BO","PE","BO",2,0,0,0,0,2,0,0,0,0,2,1.24092573059502e-05,0,0,0,0,1.22786014672929e-05,0,0,0,0,1.53501366162159e-05,6
"1776","GN-BE","GN","BE",64,0,4,0,2,0,0,0,0,92,0,0.000397096233790408,0,2.51782937929211e-05,0,1.2479253241486e-05,0,0,0,0,0.000561324726354196,0,162
"1777","NP-BD","NP","BD",2,0,0,0,0,0,0,0,0,2,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,1.22027114424825e-05,0,4
"1778","OM-BN","OM","BN",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"1779","JM-BE","JM","BE",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1780","TH-BY","TH","BY",0,42,36,2,4,2,2,2,8,26,0,0,0.000276352151598895,0.00022660464413629,1.21819001327827e-05,2.49585064829721e-05,1.22786014672929e-05,1.22462725407954e-05,1.06875858346737e-05,4.58755053473636e-05,0.000158635248752273,0,124
"1781","MC-BG","MC","BG",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1782","CN-BD","CN","BD",0,2,2,0,4,8,2,2,2,0,0,0,1.3159626266614e-05,1.25891468964606e-05,0,2.49585064829721e-05,4.91144058691715e-05,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,0,22
"1783","GF-BR","GF","BR",0,8,2,4,0,0,0,0,0,0,0,0,5.26385050664561e-05,1.25891468964606e-05,2.43638002655654e-05,0,0,0,0,0,0,0,14
"1784","CM-BR","CM","BR",0,8,0,0,0,0,0,0,0,0,0,0,5.26385050664561e-05,0,0,0,0,0,0,0,0,0,8
"1785","TZ-BG","TZ","BG",0,4,0,0,4,30,2,2,4,2,6,0,2.63192525332281e-05,0,0,2.49585064829721e-05,0.000184179022009393,1.22462725407954e-05,1.06875858346737e-05,2.29377526736818e-05,1.22027114424825e-05,4.60504098486476e-05,54
"1786","ET-BH","ET","BH",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1787","TZ-BR","TZ","BR",0,2,0,0,12,4,0,0,0,0,0,0,1.3159626266614e-05,0,0,7.48755194489162e-05,2.45572029345858e-05,0,0,0,0,0,18
"1788","NA-VG","NA","VG",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1789","MQ-BB","MQ","BB",0,2,0,0,0,2,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,1.22786014672929e-05,0,0,0,0,0,4
"1790","HU-BR","HU","BR",0,16,0,0,0,0,0,0,0,2,0,0,0.000105277010132912,0,0,0,0,0,0,0,1.22027114424825e-05,0,18
"1791","LK-BM","LK","BM",0,42,0,0,0,0,0,0,0,0,0,0,0.000276352151598895,0,0,0,0,0,0,0,0,0,42
"1792","EC-BE","EC","BE",0,8,1036,16,0,0,0,0,0,0,0,0,5.26385050664561e-05,0.00652117809236657,9.74552010622617e-05,0,0,0,0,0,0,0,1060
"1793","SG-BH","SG","BH",0,4,0,0,0,0,6,6,2,2,4,0,2.63192525332281e-05,0,0,0,0,3.67388176223862e-05,3.20627575040212e-05,1.14688763368409e-05,1.22027114424825e-05,3.07002732324318e-05,24
"1794","AN-BE","AN","BE",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1795","QA-BR","QA","BR",0,10,2,8,4,0,0,0,0,4,2,0,6.57981313330701e-05,1.25891468964606e-05,4.87276005311308e-05,2.49585064829721e-05,0,0,0,0,2.4405422884965e-05,1.53501366162159e-05,30
"1796","FR-BF","FR","BF",0,6,0,0,0,0,0,0,4,4,2,0,3.94788787998421e-05,0,0,0,0,0,0,2.29377526736818e-05,2.4405422884965e-05,1.53501366162159e-05,16
"1797","CH-BN","CH","BN",0,2,0,2,0,0,2,3,6,0,2,0,1.3159626266614e-05,0,1.21819001327827e-05,0,0,1.22462725407954e-05,1.60313787520106e-05,3.44066290105227e-05,0,1.53501366162159e-05,17
"1798","US-BO","US","BO",0,4,10,2,8,4,8,12,6,6,12,0,2.63192525332281e-05,6.29457344823028e-05,1.21819001327827e-05,4.99170129659441e-05,2.45572029345858e-05,4.89850901631816e-05,6.41255150080424e-05,3.44066290105227e-05,3.66081343274476e-05,9.21008196972953e-05,72
"1799","HK-BR","HK","BR",0,2,0,0,0,0,0,4,0,4,0,0,1.3159626266614e-05,0,0,0,0,0,2.13751716693475e-05,0,2.4405422884965e-05,0,10
"1800","MX-BS","MX","BS",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1801","IT-BZ","IT","BZ",0,2,2,2,2,0,0,0,0,0,0,0,1.3159626266614e-05,1.25891468964606e-05,1.21819001327827e-05,1.2479253241486e-05,0,0,0,0,0,0,8
"1802","ES-BO","ES","BO",0,2,0,2,2,0,0,0,0,0,0,0,1.3159626266614e-05,0,1.21819001327827e-05,1.2479253241486e-05,0,0,0,0,0,0,6
"1803","CO-BH","CO","BH",0,4,4,8,4,6,2,4,2,2,0,0,2.63192525332281e-05,2.51782937929211e-05,4.87276005311308e-05,2.49585064829721e-05,3.68358044018786e-05,1.22462725407954e-05,2.13751716693475e-05,1.14688763368409e-05,1.22027114424825e-05,0,36
"1804","SI-BM","SI","BM",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1805","NI-BZ","NI","BZ",0,2,0,4,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,2.43638002655654e-05,0,0,0,0,0,0,0,6
"1806","FR-BZ","FR","BZ",0,3,0,0,0,0,4,0,0,0,0,0,1.9739439399921e-05,0,0,0,0,2.44925450815908e-05,0,0,0,0,7
"1807","CN-BH","CN","BH",0,6,8,6,4,4,2,12,32,14,10,0,3.94788787998421e-05,5.03565875858422e-05,3.65457003983481e-05,2.49585064829721e-05,2.45572029345858e-05,1.22462725407954e-05,6.41255150080424e-05,0.000183502021389454,8.54189800973776e-05,7.67506830810794e-05,98
"1808","KR-BE","KR","BE",0,8,4,2,0,0,0,4,6,14,8,0,5.26385050664561e-05,2.51782937929211e-05,1.21819001327827e-05,0,0,0,2.13751716693475e-05,3.44066290105227e-05,8.54189800973776e-05,6.14005464648635e-05,46
"1809","KR-BG","KR","BG",0,2,0,0,0,0,16,40,0,0,0,0,1.3159626266614e-05,0,0,0,0,9.79701803263632e-05,0.000213751716693475,0,0,0,58
"1810","KW-BD","KW","BD",0,4,0,0,0,0,2,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,1.22462725407954e-05,0,0,0,0,6
"1811","MZ-BG","MZ","BG",0,2,0,0,0,6,0,4,12,2,8,0,1.3159626266614e-05,0,0,0,3.68358044018786e-05,0,2.13751716693475e-05,6.88132580210454e-05,1.22027114424825e-05,6.14005464648635e-05,34
"1812","YT-BE","YT","BE",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1813","HN-BZ","HN","BZ",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1814","NA-BS","NA","BS",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1815","NA-BZ","NA","BZ",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1816","NL-BM","NL","BM",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1817","GT-BZ","GT","BZ",0,2,10,4,14,0,4,4,0,4,0,0,1.3159626266614e-05,6.29457344823028e-05,2.43638002655654e-05,8.73547726904022e-05,0,2.44925450815908e-05,2.13751716693475e-05,0,2.4405422884965e-05,0,42
"1818","GL-BR","GL","BR",0,2,0,0,2,0,0,2,0,0,4,0,1.3159626266614e-05,0,0,1.2479253241486e-05,0,0,1.06875858346737e-05,0,0,3.07002732324318e-05,10
"1819","MY-BH","MY","BH",0,14,4,8,8,4,6,6,14,0,0,0,9.21173838662982e-05,2.51782937929211e-05,4.87276005311308e-05,4.99170129659441e-05,2.45572029345858e-05,3.67388176223862e-05,3.20627575040212e-05,8.02821343578863e-05,0,0,64
"1820","MY-BR","MY","BR",0,14,44,36,0,2,0,8,8,10,0,0,9.21173838662982e-05,0.000276961231722132,0.000219274202390089,0,1.22786014672929e-05,0,4.27503433386949e-05,4.58755053473636e-05,6.10135572124126e-05,0,122
"1821","DO-BS","DO","BS",0,8,0,0,0,0,0,2,2,0,0,0,5.26385050664561e-05,0,0,0,0,0,1.06875858346737e-05,1.14688763368409e-05,0,0,12
"1822","PR-BR","PR","BR",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1823","VE-BE","VE","BE",0,6,4,2,0,0,0,0,0,0,0,0,3.94788787998421e-05,2.51782937929211e-05,1.21819001327827e-05,0,0,0,0,0,0,0,12
"1824","TT-BS","TT","BS",0,2,0,16,0,0,2,0,0,0,0,0,1.3159626266614e-05,0,9.74552010622617e-05,0,0,1.22462725407954e-05,0,0,0,0,20
"1825","PT-BG","PT","BG",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1826","SN-BJ","SN","BJ",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"1827","CD-BH","CD","BH",0,2,0,2,4,6,2,0,0,0,0,0,1.3159626266614e-05,0,1.21819001327827e-05,2.49585064829721e-05,3.68358044018786e-05,1.22462725407954e-05,0,0,0,0,16
"1828","CG-BJ","CG","BJ",0,2,0,0,0,2,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,1.22786014672929e-05,0,0,0,0,0,4
"1829","CN-BO","CN","BO",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1830","IT-BJ","IT","BJ",0,2,2,6,2,0,6,2,4,0,0,0,1.3159626266614e-05,1.25891468964606e-05,3.65457003983481e-05,1.2479253241486e-05,0,3.67388176223862e-05,1.06875858346737e-05,2.29377526736818e-05,0,0,24
"1831","SN-BR","SN","BR",0,4,2,4,4,2,0,2,2,2,0,0,2.63192525332281e-05,1.25891468964606e-05,2.43638002655654e-05,2.49585064829721e-05,1.22786014672929e-05,0,1.06875858346737e-05,1.14688763368409e-05,1.22027114424825e-05,0,22
"1832","LK-BE","LK","BE",0,2,2,2,2,0,0,0,0,0,0,0,1.3159626266614e-05,1.25891468964606e-05,1.21819001327827e-05,1.2479253241486e-05,0,0,0,0,0,0,8
"1833","HU-BG","HU","BG",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1834","MU-VG","MU","VG",0,2,0,2,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,1.21819001327827e-05,0,0,0,0,0,0,0,4
"1835","US-BF","US","BF",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"1836","ID-BH","ID","BH",0,1,0,1,1,0,12,40,17,13,6,0,6.57981313330701e-06,0,6.09095006639136e-06,6.23962662074301e-06,0,7.34776352447724e-05,0.000213751716693475,9.74854488631476e-05,7.93176243761364e-05,4.60504098486476e-05,91
"1837","VN-BR","VN","BR",0,4,6,8,0,8,4,8,28,22,0,0,2.63192525332281e-05,3.77674406893817e-05,4.87276005311308e-05,0,4.91144058691715e-05,2.44925450815908e-05,4.27503433386949e-05,0.000160564268715773,0.000134229825867308,0,88
"1838","HR-BA","HR","BA",0,4,0,0,0,2,0,0,2,6,0,0,2.63192525332281e-05,0,0,0,1.22786014672929e-05,0,0,1.14688763368409e-05,3.66081343274476e-05,0,14
"1839","KZ-BE","KZ","BE",0,2,0,2,2,2,0,0,0,0,0,0,1.3159626266614e-05,0,1.21819001327827e-05,1.2479253241486e-05,1.22786014672929e-05,0,0,0,0,0,8
"1840","CZ-BR","CZ","BR",0,0,2,2,0,2,10,0,0,2,2,0,0,1.25891468964606e-05,1.21819001327827e-05,0,1.22786014672929e-05,6.1231362703977e-05,0,0,1.22027114424825e-05,1.53501366162159e-05,20
"1841","PY-BR","PY","BR",0,0,2,0,0,6,6,6,8,2,0,0,0,1.25891468964606e-05,0,0,3.68358044018786e-05,3.67388176223862e-05,3.20627575040212e-05,4.58755053473636e-05,1.22027114424825e-05,0,30
"1842","HR-BG","HR","BG",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1843","SG-BD","SG","BD",0,0,4,2,0,0,2,0,0,4,4,0,0,2.51782937929211e-05,1.21819001327827e-05,0,0,1.22462725407954e-05,0,0,2.4405422884965e-05,3.07002732324318e-05,16
"1844","PE-BR","PE","BR",0,0,10,8,8,4,4,0,2,16,0,0,0,6.29457344823028e-05,4.87276005311308e-05,4.99170129659441e-05,2.45572029345858e-05,2.44925450815908e-05,0,1.14688763368409e-05,9.76216915398602e-05,0,52
"1845","NC-BG","NC","BG",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1846","IN-BR","IN","BR",0,0,6,6,0,0,0,0,0,0,0,0,0,3.77674406893817e-05,3.65457003983481e-05,0,0,0,0,0,0,0,12
"1847","VI-BB","VI","BB",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1848","AE-BJ","AE","BJ",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1849","ES-BY","ES","BY",0,0,2,0,0,0,4,0,0,0,2,0,0,1.25891468964606e-05,0,0,0,2.44925450815908e-05,0,0,0,1.53501366162159e-05,8
"1850","IT-BB","IT","BB",0,0,2,0,2,0,0,0,0,2,0,0,0,1.25891468964606e-05,0,1.2479253241486e-05,0,0,0,0,1.22027114424825e-05,0,6
"1851","TH-BJ","TH","BJ",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1852","NL-BA","NL","BA",0,0,8,98,84,94,54,94,86,114,206,0,0,5.03565875858422e-05,0.000596913106506353,0.000524128636142413,0.000577094268962765,0.000330649358601476,0.000502316534229666,0.000493161682484159,0.000695554552221504,0.00158106407147024,838
"1853","NL-BY","NL","BY",0,0,26,56,100,120,70,174,170,154,540,0,0,0.000163658909653987,0.000341093203717916,0.000623962662074301,0.000736716088037573,0.000428619538927839,0.000929819967616615,0.000974854488631476,0.000939608781071154,0.00414453688637829,1410
"1854","TR-VG","TR","VG",0,0,2,0,2,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,1.2479253241486e-05,0,0,0,0,0,0,4
"1855","PL-BA","PL","BA",0,0,8,0,0,0,0,0,0,0,0,0,0,5.03565875858422e-05,0,0,0,0,0,0,0,0,8
"1856","KE-BE","KE","BE",0,0,2,2,4,0,14,2,2,4,0,0,0,1.25891468964606e-05,1.21819001327827e-05,2.49585064829721e-05,0,8.57239077855678e-05,1.06875858346737e-05,1.14688763368409e-05,2.4405422884965e-05,0,30
"1857","RS-BG","RS","BG",0,0,4,0,0,0,0,0,0,0,2,0,0,2.51782937929211e-05,0,0,0,0,0,0,0,1.53501366162159e-05,6
"1858","DE-BY","DE","BY",0,0,2,6,8,14,12,12,22,18,24,0,0,1.25891468964606e-05,3.65457003983481e-05,4.99170129659441e-05,8.59502102710501e-05,7.34776352447724e-05,6.41255150080424e-05,0.00012615763970525,0.000109824402982343,0.000184201639394591,118
"1859","ZA-BN","ZA","BN",0,0,2,0,0,0,0,2,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,1.06875858346737e-05,0,0,0,4
"1860","GT-BD","GT","BD",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1861","GT-BG","GT","BG",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1862","DO-BO","DO","BO",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1863","CR-BE","CR","BE",0,0,38,0,4,2,2,0,4,0,0,0,0,0.000239193791032751,0,2.49585064829721e-05,1.22786014672929e-05,1.22462725407954e-05,0,2.29377526736818e-05,0,0,50
"1864","TW-BZ","TW","BZ",0,0,2,0,0,2,2,16,0,0,0,0,0,1.25891468964606e-05,0,0,1.22786014672929e-05,1.22462725407954e-05,8.55006866773899e-05,0,0,0,22
"1865","CN-BZ","CN","BZ",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1866","CL-BR","CL","BR",0,0,2,2,0,4,0,0,2,0,0,0,0,1.25891468964606e-05,1.21819001327827e-05,0,2.45572029345858e-05,0,0,1.14688763368409e-05,0,0,10
"1867","CA-BB","CA","BB",0,0,6,0,10,12,0,0,0,0,0,0,0,3.77674406893817e-05,0,6.23962662074302e-05,7.36716088037573e-05,0,0,0,0,0,28
"1868","LY-BE","LY","BE",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1869","CM-BG","CM","BG",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1870","SY-BH","SY","BH",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1871","US-BJ","US","BJ",0,0,2,0,2,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,1.2479253241486e-05,0,0,0,0,0,0,4
"1872","TC-BB","TC","BB",0,0,2,0,2,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,1.2479253241486e-05,0,0,0,0,0,0,4
"1873","SI-BA","SI","BA",0,0,2,0,4,6,6,6,2,0,4,0,0,1.25891468964606e-05,0,2.49585064829721e-05,3.68358044018786e-05,3.67388176223862e-05,3.20627575040212e-05,1.14688763368409e-05,0,3.07002732324318e-05,30
"1874","IT-BI","IT","BI",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1875","NC-BE","NC","BE",0,0,4,0,0,0,0,0,0,0,0,0,0,2.51782937929211e-05,0,0,0,0,0,0,0,0,4
"1876","CA-BO","CA","BO",0,0,4,0,0,0,0,0,0,0,0,0,0,2.51782937929211e-05,0,0,0,0,0,0,0,0,4
"1877","CA-BY","CA","BY",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1878","RS-BY","RS","BY",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1879","DK-BY","DK","BY",0,0,2,0,0,4,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,2.45572029345858e-05,0,0,0,0,0,6
"1880","PG-BH","PG","BH",0,0,2,0,0,0,0,0,0,2,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,1.22027114424825e-05,0,4
"1881","ML-BJ","ML","BJ",0,0,4,12,6,2,2,2,0,0,0,0,0,2.51782937929211e-05,7.30914007966963e-05,3.74377597244581e-05,1.22786014672929e-05,1.22462725407954e-05,1.06875858346737e-05,0,0,0,28
"1882","FR-BE","FR","BE",0,0,3,0,8,0,2,4,4,2,4,0,0,1.88837203446908e-05,0,4.99170129659441e-05,0,1.22462725407954e-05,2.13751716693475e-05,2.29377526736818e-05,1.22027114424825e-05,3.07002732324318e-05,27
"1883","MX-BH","MX","BH",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1884","PF-BE","PF","BE",0,0,2,0,2,0,2,2,2,2,2,0,0,1.25891468964606e-05,0,1.2479253241486e-05,0,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,1.22027114424825e-05,1.53501366162159e-05,14
"1885","PE-BB","PE","BB",0,0,2,2,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,1.21819001327827e-05,0,0,0,0,0,0,0,4
"1886","DE-BD","DE","BD",0,0,2,4,4,4,4,6,4,8,4,0,0,1.25891468964606e-05,2.43638002655654e-05,2.49585064829721e-05,2.45572029345858e-05,2.44925450815908e-05,3.20627575040212e-05,2.29377526736818e-05,4.88108457699301e-05,3.07002732324318e-05,40
"1887","DE-BT","DE","BT",0,0,2,0,0,0,0,0,0,0,0,0,0,1.25891468964606e-05,0,0,0,0,0,0,0,0,2
"1888","PK-BE","PK","BE",0,0,0,4,0,0,0,0,0,0,2,0,0,0,2.43638002655654e-05,0,0,0,0,0,0,1.53501366162159e-05,6
"1889","TT-BB","TT","BB",0,0,0,6,0,0,0,4,0,0,0,0,0,0,3.65457003983481e-05,0,0,0,2.13751716693475e-05,0,0,0,10
"1890","JM-BB","JM","BB",0,0,0,2,0,2,0,16,0,0,0,0,0,0,1.21819001327827e-05,0,1.22786014672929e-05,0,8.55006866773899e-05,0,0,0,20
"1891","VN-BG","VN","BG",0,0,0,2,0,0,0,0,0,2,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,1.22027114424825e-05,0,4
"1892","VN-BY","VN","BY",0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.43638002655654e-05,0,0,0,0,0,0,0,4
"1893","SA-BH","SA","BH",0,0,0,2,0,4,2,2,2,0,0,0,0,0,1.21819001327827e-05,0,2.45572029345858e-05,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,0,12
"1894","GH-BB","GH","BB",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1895","MC-BE","MC","BE",0,0,0,4,0,16,10,4,2,0,0,0,0,0,2.43638002655654e-05,0,9.8228811738343e-05,6.1231362703977e-05,2.13751716693475e-05,1.14688763368409e-05,0,0,36
"1896","MZ-BE","MZ","BE",0,0,0,6,0,8,0,18,14,32,20,0,0,0,3.65457003983481e-05,0,4.91144058691715e-05,0,9.61882725120636e-05,8.02821343578863e-05,0.00019524338307972,0.000153501366162159,98
"1897","TZ-BY","TZ","BY",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1898","IL-BR","IL","BR",0,0,0,4,4,0,4,0,0,0,0,0,0,0,2.43638002655654e-05,2.49585064829721e-05,0,2.44925450815908e-05,0,0,0,0,12
"1899","HU-BY","HU","BY",0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.65457003983481e-05,0,0,0,0,0,0,0,6
"1900","ID-BD","ID","BD",0,0,0,1,0,0,0,0,0,13,44,0,0,0,6.09095006639136e-06,0,0,0,0,0,7.93176243761364e-05,0.000337703005556749,58
"1901","DE-BM","DE","BM",0,0,0,2,2,2,4,4,4,0,0,0,0,0,1.21819001327827e-05,1.2479253241486e-05,1.22786014672929e-05,2.44925450815908e-05,2.13751716693475e-05,2.29377526736818e-05,0,0,18
"1902","ID-BG","ID","BG",0,0,0,4,20,14,11,58,17,11,15,0,0,0,2.43638002655654e-05,0.00012479253241486,8.59502102710501e-05,6.73544989743747e-05,0.000309939989205538,9.74854488631476e-05,6.71149129336539e-05,0.000115126024621619,150
"1903","MX-BB","MX","BB",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1904","DE-BO","DE","BO",0,0,0,2,6,2,0,6,4,2,2,0,0,0,1.21819001327827e-05,3.74377597244581e-05,1.22786014672929e-05,0,3.20627575040212e-05,2.29377526736818e-05,1.22027114424825e-05,1.53501366162159e-05,24
"1905","FR-BO","FR","BO",0,0,0,3,4,0,0,0,0,2,0,0,0,0,1.82728501991741e-05,2.49585064829721e-05,0,0,0,0,1.22027114424825e-05,0,9
"1906","TH-VG","TH","VG",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1907","CA-BZ","CA","BZ",0,0,0,2,6,2,0,0,2,0,0,0,0,0,1.21819001327827e-05,3.74377597244581e-05,1.22786014672929e-05,0,0,1.14688763368409e-05,0,0,12
"1908","CL-BO","CL","BO",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1909","KR-BD","KR","BD",0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,1.2479253241486e-05,0,0,0,0,0,0,4
"1910","CI-BI","CI","BI",0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.43638002655654e-05,0,0,0,0,0,0,0,4
"1911","KN-BE","KN","BE",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1912","MU-BG","MU","BG",0,0,0,2,0,0,0,0,0,2,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,1.22027114424825e-05,0,4
"1913","ZW-BF","ZW","BF",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
