"","unique.base.edge.","source","target","f2005","f2006","f2007","f2008","f2009","f2010","f2011","f2012","f2013","f2014","f2015","w2005","w2006","w2007","w2008","w2009","w2010","w2011","w2012","w2013","w2014","w2015","f_tot"
"1914","ZA-BD","ZA","BD",0,0,0,2,0,28,184,168,200,164,0,0,0,0,1.21819001327827e-05,0,0.0001719004205421,0.00112665707375318,0.000897757210112594,0.00114688763368409,0.00100062233828357,0,746
"1915","MD-BG","MD","BG",0,0,0,4,0,0,0,2,0,0,0,0,0,0,2.43638002655654e-05,0,0,0,1.06875858346737e-05,0,0,0,6
"1916","SM-BY","SM","BY",0,0,0,2,0,0,0,0,2,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,1.14688763368409e-05,0,0,4
"1917","SM-VG","SM","VG",0,0,0,4,0,0,0,0,0,2,0,0,0,0,2.43638002655654e-05,0,0,0,0,0,1.22027114424825e-05,0,6
"1918","AN-BS","AN","BS",0,0,0,10,0,0,0,0,0,0,0,0,0,0,6.09095006639136e-05,0,0,0,0,0,0,0,10
"1919","KZ-BY","KZ","BY",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1920","NL-BD","NL","BD",0,0,0,2,2,2,4,52,46,94,112,0,0,0,1.21819001327827e-05,1.2479253241486e-05,1.22786014672929e-05,2.44925450815908e-05,0.000277877231701517,0.000263784155747341,0.000573527437796678,0.00085960765050809,314
"1921","GN-BH","GN","BH",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.000158364701726175,0,0,0,0,0,0,0,26
"1922","TG-BF","TG","BF",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1923","AE-BM","AE","BM",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1924","GH-BW","GH","BW",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1925","ES-BJ","ES","BJ",0,0,0,2,0,0,0,0,0,4,4,0,0,0,1.21819001327827e-05,0,0,0,0,0,2.4405422884965e-05,3.07002732324318e-05,10
"1926","SG-BR","SG","BR",0,0,0,4,20,14,16,16,22,18,12,0,0,0,2.43638002655654e-05,0.00012479253241486,8.59502102710501e-05,9.79701803263632e-05,8.55006866773899e-05,0.00012615763970525,0.000109824402982343,9.21008196972953e-05,122
"1927","ML-BF","ML","BF",0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.43638002655654e-05,0,0,0,0,0,0,0,4
"1928","GH-BJ","GH","BJ",0,0,0,2,2,4,4,6,4,6,0,0,0,0,1.21819001327827e-05,1.2479253241486e-05,2.45572029345858e-05,2.44925450815908e-05,3.20627575040212e-05,2.29377526736818e-05,3.66081343274476e-05,0,28
"1929","IS-BE","IS","BE",0,0,0,2,4,2,0,2,2,2,0,0,0,0,1.21819001327827e-05,2.49585064829721e-05,1.22786014672929e-05,0,1.06875858346737e-05,1.14688763368409e-05,1.22027114424825e-05,0,14
"1930","NP-BE","NP","BE",0,0,0,2,0,0,2,2,0,2,4,0,0,0,1.21819001327827e-05,0,0,1.22462725407954e-05,1.06875858346737e-05,0,1.22027114424825e-05,3.07002732324318e-05,12
"1931","GL-BI","GL","BI",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.21819001327827e-05,0,0,0,0,0,0,0,2
"1932","EE-BY","EE","BY",0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,1.2479253241486e-05,0,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,0,8
"1933","TH-BA","TH","BA",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1934","TH-BT","TH","BT",0,0,0,0,2,0,8,0,0,2,0,0,0,0,0,1.2479253241486e-05,0,4.89850901631816e-05,0,0,1.22027114424825e-05,0,12
"1935","GB-BE","GB","BE",0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,4.99170129659441e-05,0,1.22462725407954e-05,0,0,0,0,10
"1936","PH-BN","PH","BN",0,0,0,0,8,4,2,0,4,0,0,0,0,0,0,4.99170129659441e-05,2.45572029345858e-05,1.22462725407954e-05,0,2.29377526736818e-05,0,0,18
"1937","CR-BR","CR","BR",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1938","LV-BS","LV","BS",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1939","CN-BG","CN","BG",0,0,0,0,4,12,2,0,4,4,0,0,0,0,0,2.49585064829721e-05,7.36716088037573e-05,1.22462725407954e-05,0,2.29377526736818e-05,2.4405422884965e-05,0,26
"1940","KG-BE","KG","BE",0,0,0,0,2,2,2,0,4,2,4,0,0,0,0,1.2479253241486e-05,1.22786014672929e-05,1.22462725407954e-05,0,2.29377526736818e-05,1.22027114424825e-05,3.07002732324318e-05,16
"1941","MN-BE","MN","BE",0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1.2479253241486e-05,1.22786014672929e-05,0,1.06875858346737e-05,0,0,0,6
"1942","US-BD","US","BD",0,0,0,0,8,12,10,0,6,4,0,0,0,0,0,4.99170129659441e-05,7.36716088037573e-05,6.1231362703977e-05,0,3.44066290105227e-05,2.4405422884965e-05,0,40
"1943","CA-BW","CA","BW",0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,8.73547726904022e-05,1.22786014672929e-05,0,0,0,0,0,16
"1944","MU-BH","MU","BH",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1945","FR-BJ","FR","BJ",0,0,0,0,2,2,0,0,2,8,2,0,0,0,0,1.2479253241486e-05,1.22786014672929e-05,0,0,1.14688763368409e-05,4.88108457699301e-05,1.53501366162159e-05,16
"1946","JP-BG","JP","BG",0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,2.45572029345858e-05,0,0,0,0,0,6
"1947","ZA-BS","ZA","BS",0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,1.2479253241486e-05,1.22786014672929e-05,1.22462725407954e-05,2.13751716693475e-05,0,0,0,10
"1948","TZ-VG","TZ","VG",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4.99170129659441e-05,0,0,0,0,0,0,8
"1949","CD-BD","CD","BD",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1950","TH-BM","TH","BM",0,0,0,0,20,0,6,0,0,0,0,0,0,0,0,0.00012479253241486,0,3.67388176223862e-05,0,0,0,0,26
"1951","PH-BB","PH","BB",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.49585064829721e-05,0,0,0,0,0,0,4
"1952","CN-BM","CN","BM",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1953","SR-BQ","SR","BQ",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4.99170129659441e-05,0,0,0,0,0,0,8
"1954","SY-BE","SY","BE",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.49585064829721e-05,0,0,0,0,0,0,4
"1955","CA-BA","CA","BA",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1956","CS-BG","CS","BG",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,2
"1957","GL-BH","GL","BH",0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1.2479253241486e-05,0,0,0,0,0,1.53501366162159e-05,4
"1958","PH-BG","PH","BG",0,0,0,0,0,50,48,22,0,0,0,0,0,0,0,0,0.000306965036682322,0.000293910540979089,0.000117563444181411,0,0,0,120
"1959","MY-BD","MY","BD",0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,1.22786014672929e-05,0,0,2.29377526736818e-05,1.22027114424825e-05,0,8
"1960","IN-BE","IN","BE",0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,2.45572029345858e-05,0,5.34379291733687e-05,0,0,0,14
"1961","RO-BY","RO","BY",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7.36716088037573e-05,0,0,0,0,0,12
"1962","TR-BG","TR","BG",0,0,0,0,0,12,16,14,2,0,24,0,0,0,0,0,7.36716088037573e-05,9.79701803263632e-05,7.48131008427161e-05,1.14688763368409e-05,0,0.000184201639394591,68
"1963","LB-BR","LB","BR",0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1.22786014672929e-05,0,1.06875858346737e-05,0,1.22027114424825e-05,0,6
"1964","UA-BH","UA","BH",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1965","FR-BM","FR","BM",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.68358044018786e-05,0,0,0,0,0,6
"1966","SG-BG","SG","BG",0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,4.91144058691715e-05,0,0,1.14688763368409e-05,0,0,10
"1967","IS-BD","IS","BD",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1968","DE-VG","DE","VG",0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,3.68358044018786e-05,0,0,0,0,1.53501366162159e-05,8
"1969","CO-BR","CO","BR",0,0,0,0,0,2,4,4,0,2,0,0,0,0,0,0,1.22786014672929e-05,2.44925450815908e-05,2.13751716693475e-05,0,1.22027114424825e-05,0,12
"1970","IN-VG","IN","VG",0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,1.06875858346737e-05,0,0,0,4
"1971","GT-BH","GT","BH",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.45572029345858e-05,0,0,0,0,0,4
"1972","SB-BA","SB","BA",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4.91144058691715e-05,0,0,0,0,0,8
"1973","SB-BH","SB","BH",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7.36716088037573e-05,0,0,0,0,0,12
"1974","GH-BF","GH","BF",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1975","PE-BG","PE","BG",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1976","ZA-BO","ZA","BO",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1977","LK-BH","LK","BH",0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2.45572029345858e-05,0,0,1.14688763368409e-05,0,0,6
"1978","GE-BY","GE","BY",0,0,0,0,0,2,2,2,4,2,0,0,0,0,0,0,1.22786014672929e-05,1.22462725407954e-05,1.06875858346737e-05,2.29377526736818e-05,1.22027114424825e-05,0,12
"1979","UY-BH","UY","BH",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1980","LB-BG","LB","BG",0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,3.68358044018786e-05,0,1.06875858346737e-05,0,0,0,8
"1981","QA-BH","QA","BH",0,0,0,0,0,8,4,0,24,4,22,0,0,0,0,0,4.91144058691715e-05,2.44925450815908e-05,0,0.000137626516042091,2.4405422884965e-05,0.000168851502778375,62
"1982","KE-BW","KE","BW",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1983","ES-BZ","ES","BZ",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1984","SN-BA","SN","BA",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1985","ZA-BY","ZA","BY",0,0,0,0,0,2,4,2,2,2,0,0,0,0,0,0,1.22786014672929e-05,2.44925450815908e-05,1.06875858346737e-05,1.14688763368409e-05,1.22027114424825e-05,0,12
"1986","ZA-VG","ZA","VG",0,0,0,0,0,2,2,4,2,2,0,0,0,0,0,0,1.22786014672929e-05,1.22462725407954e-05,2.13751716693475e-05,1.14688763368409e-05,1.22027114424825e-05,0,12
"1987","IT-BT","IT","BT",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,1.14688763368409e-05,0,0,4
"1988","SN-BF","SN","BF",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1989","KN-BQ","KN","BQ",0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,1.22786014672929e-05,1.22462725407954e-05,0,1.14688763368409e-05,1.22027114424825e-05,0,8
"1990","GH-BA","GH","BA",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1991","ZM-BA","ZM","BA",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,1.22462725407954e-05,0,0,0,0,4
"1992","UZ-BE","UZ","BE",0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,1.22786014672929e-05,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,1.22027114424825e-05,1.53501366162159e-05,12
"1993","WS-BO","WS","BO",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22786014672929e-05,0,0,0,0,0,2
"1994","HR-BE","HR","BE",0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1.22786014672929e-05,1.22462725407954e-05,0,1.14688763368409e-05,0,0,6
"1995","SD-BE","SD","BE",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.68358044018786e-05,0,0,0,0,0,6
"1996","PH-BR","PH","BR",0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4.89850901631816e-05,0,0,2.4405422884965e-05,0,12
"1997","MC-BR","MC","BR",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6.1231362703977e-05,0,0,0,0,10
"1998","AE-BT","AE","BT",0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0.000244925450815908,0,0,0.00024405422884965,0,80
"1999","MZ-BW","MZ","BW",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7.34776352447724e-05,0,0,0,0,12
"2000","NZ-BY","NZ","BY",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2001","CY-BG","CY","BG",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.44925450815908e-05,0,0,0,0,4
"2002","SE-VG","SE","VG",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2003","FJ-BR","FJ","BR",0,0,0,0,0,0,2,0,64,66,0,0,0,0,0,0,0,1.22462725407954e-05,0,0.000367004042778909,0.000402689477601923,0,132
"2004","UY-BS","UY","BS",0,0,0,0,0,0,2,4,4,6,4,0,0,0,0,0,0,1.22462725407954e-05,2.13751716693475e-05,2.29377526736818e-05,3.66081343274476e-05,3.07002732324318e-05,20
"2005","DE-BS","DE","BS",0,0,0,0,0,0,8,8,6,4,6,0,0,0,0,0,0,4.89850901631816e-05,4.27503433386949e-05,3.44066290105227e-05,2.4405422884965e-05,4.60504098486476e-05,32
"2006","ES-BA","ES","BA",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,1.22027114424825e-05,0,4
"2007","US-BQ","US","BQ",0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,3.67388176223862e-05,0,0,1.22027114424825e-05,0,8
"2008","PY-BE","PY","BE",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2009","IT-BD","IT","BD",0,0,0,0,0,0,2,2,12,4,4,0,0,0,0,0,0,1.22462725407954e-05,1.06875858346737e-05,6.88132580210454e-05,2.4405422884965e-05,3.07002732324318e-05,24
"2010","OM-BA","OM","BA",0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.000146955270489545,0,0,0,0,24
"2011","KG-BG","KG","BG",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2012","ID-VG","ID","VG",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1231362703977e-06,0,0,0,0,1
"2013","PA-BE","PA","BE",0,0,0,0,0,0,4,10,6,4,0,0,0,0,0,0,0,2.44925450815908e-05,5.34379291733687e-05,3.44066290105227e-05,2.4405422884965e-05,0,24
"2014","MX-BO","MX","BO",0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,3.07002732324318e-05,6
"2015","GT-BS","GT","BS",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2016","CG-BF","CG","BF",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2017","AE-BG","AE","BG",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,1.22027114424825e-05,0,4
"2018","US-IO","US","IO",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2019","MU-BS","MU","BS",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.44925450815908e-05,0,0,0,0,4
"2020","PF-BR","PF","BR",0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,0,6
"2021","US-BW","US","BW",0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0.00012615763970525,0,0,24
"2022","CI-BB","CI","BB",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,1.53501366162159e-05,4
"2023","SC-BR","SC","BR",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,2
"2024","GB-BY","GB","BY",0,0,0,0,0,0,0,10,2,6,0,0,0,0,0,0,0,0,5.34379291733687e-05,1.14688763368409e-05,3.66081343274476e-05,0,18
"2025","IN-BB","IN","BB",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2026","IN-BH","IN","BH",0,0,0,0,0,0,0,6,8,4,0,0,0,0,0,0,0,0,3.20627575040212e-05,4.58755053473636e-05,2.4405422884965e-05,0,18
"2027","CU-BR","CU","BR",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,1.14688763368409e-05,0,0,4
"2028","GB-BW","GB","BW",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2029","GN-BD","GN","BD",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2030","CZ-BD","CZ","BD",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2031","PT-BD","PT","BD",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2032","GR-BR","GR","BR",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2033","LV-BH","LV","BH",0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2.13751716693475e-05,2.29377526736818e-05,0,0,8
"2034","KR-BN","KR","BN",0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,2.13751716693475e-05,3.44066290105227e-05,4.88108457699301e-05,0,18
"2035","IN-BT","IN","BT",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.13751716693475e-05,0,0,0,4
"2036","US-BT","US","BT",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.20627575040212e-05,0,0,0,6
"2037","CH-BV","CH","BV",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.60313787520106e-05,0,0,0,3
"2038","CO-BO","CO","BO",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,1.14688763368409e-05,0,0,4
"2039","OM-BH","OM","BH",0,0,0,0,0,0,0,12,24,58,0,0,0,0,0,0,0,0,6.41255150080424e-05,0.000137626516042091,0.000353878631831993,0,94
"2040","TH-BO","TH","BO",0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,3.20627575040212e-05,3.44066290105227e-05,2.4405422884965e-05,0,16
"2041","MK-BE","MK","BE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2042","GB-BD","GB","BD",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2043","DE-BF","DE","BF",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.13751716693475e-05,0,0,0,4
"2044","UG-BG","UG","BG",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4.27503433386949e-05,0,0,0,8
"2045","NA-BD","NA","BD",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2046","NA-BN","NA","BN",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.13751716693475e-05,0,0,0,4
"2047","NA-BY","NA","BY",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,1.22027114424825e-05,0,4
"2048","PH-BD","PH","BD",0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2.13751716693475e-05,1.14688763368409e-05,0,0,6
"2049","TW-BN","TW","BN",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.20627575040212e-05,0,0,0,6
"2050","LC-BB","LC","BB",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.13751716693475e-05,0,0,0,4
"2051","GA-BF","GA","BF",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.06875858346737e-05,0,0,0,2
"2052","TO-BE","TO","BE",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2053","KW-BE","KW","BE",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.29377526736818e-05,0,0,4
"2054","DE-BW","DE","BW",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,0,0,6
"2055","EG-BH","EG","BH",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,0,0,6
"2056","GB-BO","GB","BO",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2057","SR-BR","SR","BR",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5.73443816842045e-05,0,0,10
"2058","IT-BE","IT","BE",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2059","TO-BR","TO","BR",0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.000206439774063136,0,0,36
"2060","MK-BG","MK","BG",0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0.000149095392378932,0,0,26
"2061","PE-BH","PE","BH",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2062","TG-BJ","TG","BJ",0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,1.22027114424825e-05,0,8
"2063","TR-BY","TR","BY",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,0,0,6
"2064","ZW-BD","ZW","BD",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2065","JP-BH","JP","BH",0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1.14688763368409e-05,1.22027114424825e-05,1.53501366162159e-05,6
"2066","HN-BS","HN","BS",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.29377526736818e-05,0,0,4
"2067","HU-BW","HU","BW",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,0,0,6
"2068","NA-BA","NA","BA",0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,2.4405422884965e-05,0,6
"2069","GR-BY","GR","BY",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2070","JP-BY","JP","BY",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4.58755053473636e-05,0,0,8
"2071","DO-VG","DO","VG",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4.58755053473636e-05,0,0,8
"2072","GY-BD","GY","BD",0,0,0,0,0,0,0,0,14,20,16,0,0,0,0,0,0,0,0,8.02821343578863e-05,0.000122027114424825,0.000122801092929727,50
"2073","DO-BE","DO","BE",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2074","GB-BI","GB","BI",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2075","FI-BH","FI","BH",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2076","TR-BH","TR","BH",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2077","IT-BF","IT","BF",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2078","FR-BW","FR","BW",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.14688763368409e-05,0,0,2
"2079","CA-BQ","CA","BQ",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,1.53501366162159e-05,4
"2080","IL-BY","IL","BY",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,1.53501366162159e-05,4
"2081","GP-BB","GP","BB",0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,3.07002732324318e-05,6
"2082","DK-BM","DK","BM",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,0,2
"2083","IL-BG","IL","BG",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,0,2
"2084","FR-BA","FR","BA",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,0,2
"2085","GB-BA","GB","BA",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,0,2
"2086","ZM-BR","ZM","BR",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22027114424825e-05,0,2
"2087","NZ-BR","NZ","BR",0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0.000268459651734615,0,44
